instance,algorithm,randomSeed,epsilon,horizon,REG
large_scale,epsilon-greedy,41,0.02,3200,214.0
large_scale,epsilon-greedy,41,0.02,12800,308.0
large_scale,epsilon-greedy,41,0.02,51200,584.0
large_scale,epsilon-greedy,41,0.02,204800,1821.0
large_scale,epsilon-greedy,42,0.02,50,39.0
large_scale,epsilon-greedy,42,0.02,200,97.0
large_scale,epsilon-greedy,42,0.02,800,196.0
large_scale,epsilon-greedy,42,0.02,3200,415.0
large_scale,epsilon-greedy,42,0.02,12800,914.0
large_scale,epsilon-greedy,42,0.02,51200,1165.0
large_scale,epsilon-greedy,42,0.02,204800,2565.0
large_scale,epsilon-greedy,43,0.02,50,22.0
large_scale,epsilon-greedy,43,0.02,200,35.0
large_scale,epsilon-greedy,43,0.02,800,78.0
large_scale,epsilon-greedy,43,0.02,3200,220.0
large_scale,epsilon-greedy,43,0.02,12800,698.0
large_scale,epsilon-greedy,43,0.02,51200,1506.0
large_scale,epsilon-greedy,43,0.02,204800,2805.0
large_scale,epsilon-greedy,44,0.02,50,35.0
large_scale,epsilon-greedy,44,0.02,200,156.0
large_scale,epsilon-greedy,44,0.02,800,199.0
large_scale,epsilon-greedy,44,0.02,3200,244.0
large_scale,epsilon-greedy,44,0.02,12800,323.0
large_scale,epsilon-greedy,44,0.02,51200,633.0
large_scale,epsilon-greedy,44,0.02,204800,1837.0
large_scale,epsilon-greedy,45,0.02,50,38.0
large_scale,epsilon-greedy,45,0.02,200,154.0
large_scale,epsilon-greedy,45,0.02,800,246.0
large_scale,epsilon-greedy,45,0.02,3200,345.0
large_scale,epsilon-greedy,45,0.02,12800,808.0
large_scale,epsilon-greedy,45,0.02,51200,1276.0
large_scale,epsilon-greedy,45,0.02,204800,2539.0
large_scale,epsilon-greedy,46,0.02,50,31.0
large_scale,epsilon-greedy,46,0.02,200,81.0
large_scale,epsilon-greedy,46,0.02,800,91.0
large_scale,epsilon-greedy,46,0.02,3200,91.0
large_scale,epsilon-greedy,46,0.02,12800,157.0
large_scale,epsilon-greedy,46,0.02,51200,448.0
large_scale,epsilon-greedy,46,0.02,204800,1841.0
large_scale,epsilon-greedy,47,0.02,50,17.0
large_scale,epsilon-greedy,47,0.02,200,22.0
large_scale,epsilon-greedy,47,0.02,800,29.0
large_scale,epsilon-greedy,47,0.02,3200,50.0
large_scale,epsilon-greedy,47,0.02,12800,117.0
large_scale,epsilon-greedy,47,0.02,51200,437.0
large_scale,epsilon-greedy,47,0.02,204800,1737.0
large_scale,epsilon-greedy,48,0.02,50,6.0
large_scale,epsilon-greedy,48,0.02,200,18.0
large_scale,epsilon-greedy,48,0.02,800,52.0
large_scale,epsilon-greedy,48,0.02,3200,156.0
large_scale,epsilon-greedy,48,0.02,12800,257.0
large_scale,epsilon-greedy,48,0.02,51200,598.0
large_scale,epsilon-greedy,48,0.02,204800,1820.0
large_scale,epsilon-greedy,49,0.02,50,25.0
large_scale,epsilon-greedy,49,0.02,200,60.0
large_scale,epsilon-greedy,49,0.02,800,78.0
large_scale,epsilon-greedy,49,0.02,3200,83.0
large_scale,epsilon-greedy,49,0.02,12800,174.0
large_scale,epsilon-greedy,49,0.02,51200,453.0
large_scale,epsilon-greedy,49,0.02,204800,1708.0
large_scale,epsilon-greedy,0,0.2,50,29.0
large_scale,epsilon-greedy,0,0.2,200,42.0
large_scale,epsilon-greedy,0,0.2,800,86.0
large_scale,epsilon-greedy,0,0.2,3200,288.0
large_scale,epsilon-greedy,0,0.2,12800,1087.0
large_scale,epsilon-greedy,0,0.2,51200,4293.0
large_scale,epsilon-greedy,0,0.2,204800,17015.0
large_scale,epsilon-greedy,1,0.2,50,23.0
large_scale,epsilon-greedy,1,0.2,200,45.0
large_scale,epsilon-greedy,1,0.2,800,97.0
large_scale,epsilon-greedy,1,0.2,3200,290.0
large_scale,epsilon-greedy,1,0.2,12800,1080.0
large_scale,epsilon-greedy,1,0.2,51200,4207.0
large_scale,epsilon-greedy,1,0.2,204800,17085.0
large_scale,epsilon-greedy,2,0.2,50,13.0
large_scale,epsilon-greedy,2,0.2,200,32.0
large_scale,epsilon-greedy,2,0.2,800,103.0
large_scale,epsilon-greedy,2,0.2,3200,384.0
large_scale,epsilon-greedy,2,0.2,12800,1152.0
large_scale,epsilon-greedy,2,0.2,51200,4366.0
large_scale,epsilon-greedy,2,0.2,204800,17067.0
large_scale,epsilon-greedy,3,0.2,50,24.0
large_scale,epsilon-greedy,3,0.2,200,48.0
large_scale,epsilon-greedy,3,0.2,800,100.0
large_scale,epsilon-greedy,3,0.2,3200,289.0
large_scale,epsilon-greedy,3,0.2,12800,1118.0
large_scale,epsilon-greedy,3,0.2,51200,4276.0
large_scale,epsilon-greedy,3,0.2,204800,16980.0
large_scale,epsilon-greedy,4,0.2,50,11.0
large_scale,epsilon-greedy,4,0.2,200,28.0
large_scale,epsilon-greedy,4,0.2,800,85.0
large_scale,epsilon-greedy,4,0.2,3200,282.0
large_scale,epsilon-greedy,4,0.2,12800,1035.0
large_scale,epsilon-greedy,4,0.2,51200,4214.0
large_scale,epsilon-greedy,4,0.2,204800,17022.0
large_scale,epsilon-greedy,5,0.2,50,20.0
large_scale,epsilon-greedy,5,0.2,200,38.0
large_scale,epsilon-greedy,5,0.2,800,88.0
large_scale,epsilon-greedy,5,0.2,3200,299.0
large_scale,epsilon-greedy,5,0.2,12800,1111.0
large_scale,epsilon-greedy,5,0.2,51200,4285.0
large_scale,epsilon-greedy,5,0.2,204800,16966.0
large_scale,epsilon-greedy,6,0.2,50,34.0
large_scale,epsilon-greedy,6,0.2,200,54.0
large_scale,epsilon-greedy,6,0.2,800,115.0
large_scale,epsilon-greedy,6,0.2,3200,331.0
large_scale,epsilon-greedy,6,0.2,12800,1111.0
large_scale,epsilon-greedy,6,0.2,51200,4212.0
large_scale,epsilon-greedy,6,0.2,204800,16860.0
large_scale,epsilon-greedy,7,0.2,50,8.0
large_scale,epsilon-greedy,7,0.2,200,25.0
large_scale,epsilon-greedy,7,0.2,800,87.0
large_scale,epsilon-greedy,7,0.2,3200,279.0
large_scale,epsilon-greedy,7,0.2,12800,1029.0
large_scale,epsilon-greedy,7,0.2,51200,4305.0
large_scale,epsilon-greedy,7,0.2,204800,16969.0
large_scale,epsilon-greedy,8,0.2,50,16.0
large_scale,epsilon-greedy,8,0.2,200,43.0
large_scale,epsilon-greedy,8,0.2,800,118.0
large_scale,epsilon-greedy,8,0.2,3200,328.0
large_scale,epsilon-greedy,8,0.2,12800,1070.0
large_scale,epsilon-greedy,8,0.2,51200,4220.0
large_scale,epsilon-greedy,8,0.2,204800,16940.0
large_scale,epsilon-greedy,9,0.2,50,7.0
large_scale,epsilon-greedy,9,0.2,200,21.0
large_scale,epsilon-greedy,9,0.2,800,72.0
large_scale,epsilon-greedy,9,0.2,3200,275.0
large_scale,epsilon-greedy,9,0.2,12800,1085.0
large_scale,epsilon-greedy,9,0.2,51200,4169.0
large_scale,epsilon-greedy,9,0.2,204800,17009.0
large_scale,epsilon-greedy,10,0.2,50,14.0
large_scale,epsilon-greedy,10,0.2,200,41.0
large_scale,epsilon-greedy,10,0.2,800,118.0
large_scale,epsilon-greedy,10,0.2,3200,349.0
large_scale,epsilon-greedy,10,0.2,12800,1178.0
large_scale,epsilon-greedy,10,0.2,51200,4378.0
large_scale,epsilon-greedy,10,0.2,204800,17066.0
large_scale,epsilon-greedy,11,0.2,50,12.0
large_scale,epsilon-greedy,11,0.2,200,44.0
large_scale,epsilon-greedy,11,0.2,800,117.0
large_scale,epsilon-greedy,11,0.2,3200,319.0
large_scale,epsilon-greedy,11,0.2,12800,1152.0
large_scale,epsilon-greedy,11,0.2,51200,4400.0
large_scale,epsilon-greedy,11,0.2,204800,17120.0
large_scale,epsilon-greedy,12,0.2,50,15.0
large_scale,epsilon-greedy,12,0.2,200,36.0
large_scale,epsilon-greedy,12,0.2,800,80.0
large_scale,epsilon-greedy,12,0.2,3200,250.0
large_scale,epsilon-greedy,12,0.2,12800,1050.0
large_scale,epsilon-greedy,12,0.2,51200,4132.0
large_scale,epsilon-greedy,12,0.2,204800,16942.0
large_scale,epsilon-greedy,13,0.2,50,18.0
large_scale,epsilon-greedy,13,0.2,200,34.0
large_scale,epsilon-greedy,13,0.2,800,81.0
large_scale,epsilon-greedy,13,0.2,3200,259.0
large_scale,epsilon-greedy,13,0.2,12800,1037.0
large_scale,epsilon-greedy,13,0.2,51200,4236.0
large_scale,epsilon-greedy,13,0.2,204800,16959.0
large_scale,epsilon-greedy,14,0.2,50,18.0
large_scale,epsilon-greedy,14,0.2,200,33.0
large_scale,epsilon-greedy,14,0.2,800,73.0
large_scale,epsilon-greedy,14,0.2,3200,266.0
large_scale,epsilon-greedy,14,0.2,12800,1085.0
large_scale,epsilon-greedy,14,0.2,51200,4234.0
large_scale,epsilon-greedy,14,0.2,204800,17025.0
large_scale,epsilon-greedy,15,0.2,50,4.0
large_scale,epsilon-greedy,15,0.2,200,28.0
large_scale,epsilon-greedy,15,0.2,800,81.0
large_scale,epsilon-greedy,15,0.2,3200,269.0
large_scale,epsilon-greedy,15,0.2,12800,1048.0
large_scale,epsilon-greedy,15,0.2,51200,4156.0
large_scale,epsilon-greedy,15,0.2,204800,16976.0
large_scale,epsilon-greedy,16,0.2,50,15.0
large_scale,epsilon-greedy,16,0.2,200,32.0
large_scale,epsilon-greedy,16,0.2,800,84.0
large_scale,epsilon-greedy,16,0.2,3200,311.0
large_scale,epsilon-greedy,16,0.2,12800,1044.0
large_scale,epsilon-greedy,16,0.2,51200,4175.0
large_scale,epsilon-greedy,16,0.2,204800,16733.0
large_scale,epsilon-greedy,17,0.2,50,18.0
large_scale,epsilon-greedy,17,0.2,200,42.0
large_scale,epsilon-greedy,17,0.2,800,92.0
large_scale,epsilon-greedy,17,0.2,3200,304.0
large_scale,epsilon-greedy,17,0.2,12800,1098.0
large_scale,epsilon-greedy,17,0.2,51200,4265.0
large_scale,epsilon-greedy,17,0.2,204800,16847.0
large_scale,epsilon-greedy,18,0.2,50,21.0
large_scale,epsilon-greedy,18,0.2,200,41.0
large_scale,epsilon-greedy,18,0.2,800,163.0
large_scale,epsilon-greedy,18,0.2,3200,429.0
large_scale,epsilon-greedy,18,0.2,12800,1247.0
large_scale,epsilon-greedy,18,0.2,51200,4300.0
large_scale,epsilon-greedy,18,0.2,204800,17003.0
large_scale,epsilon-greedy,19,0.2,50,6.0
large_scale,epsilon-greedy,19,0.2,200,25.0
large_scale,epsilon-greedy,19,0.2,800,71.0
large_scale,epsilon-greedy,19,0.2,3200,293.0
large_scale,epsilon-greedy,19,0.2,12800,1055.0
large_scale,epsilon-greedy,19,0.2,51200,4247.0
large_scale,epsilon-greedy,19,0.2,204800,16865.0
large_scale,epsilon-greedy,20,0.2,50,19.0
large_scale,epsilon-greedy,20,0.2,200,50.0
large_scale,epsilon-greedy,20,0.2,800,104.0
large_scale,epsilon-greedy,20,0.2,3200,290.0
large_scale,epsilon-greedy,20,0.2,12800,1085.0
large_scale,epsilon-greedy,20,0.2,51200,4227.0
large_scale,epsilon-greedy,20,0.2,204800,16959.0
large_scale,epsilon-greedy,21,0.2,50,11.0
large_scale,epsilon-greedy,21,0.2,200,31.0
large_scale,epsilon-greedy,21,0.2,800,113.0
large_scale,epsilon-greedy,21,0.2,3200,411.0
large_scale,epsilon-greedy,21,0.2,12800,1291.0
large_scale,epsilon-greedy,21,0.2,51200,4560.0
large_scale,epsilon-greedy,21,0.2,204800,16929.0
large_scale,epsilon-greedy,22,0.2,50,11.0
large_scale,epsilon-greedy,22,0.2,200,32.0
large_scale,epsilon-greedy,22,0.2,800,79.0
large_scale,epsilon-greedy,22,0.2,3200,274.0
large_scale,epsilon-greedy,22,0.2,12800,1077.0
large_scale,epsilon-greedy,22,0.2,51200,4296.0
large_scale,epsilon-greedy,22,0.2,204800,16874.0
large_scale,epsilon-greedy,23,0.2,50,19.0
large_scale,epsilon-greedy,23,0.2,200,45.0
large_scale,epsilon-greedy,23,0.2,800,101.0
large_scale,epsilon-greedy,23,0.2,3200,317.0
large_scale,epsilon-greedy,23,0.2,12800,1075.0
large_scale,epsilon-greedy,23,0.2,51200,4187.0
large_scale,epsilon-greedy,23,0.2,204800,16882.0
large_scale,epsilon-greedy,24,0.2,50,25.0
large_scale,epsilon-greedy,24,0.2,200,77.0
large_scale,epsilon-greedy,24,0.2,800,146.0
large_scale,epsilon-greedy,24,0.2,3200,327.0
large_scale,epsilon-greedy,24,0.2,12800,1100.0
large_scale,epsilon-greedy,24,0.2,51200,4221.0
large_scale,epsilon-greedy,24,0.2,204800,16866.0
large_scale,epsilon-greedy,25,0.2,50,10.0
large_scale,epsilon-greedy,25,0.2,200,54.0
large_scale,epsilon-greedy,25,0.2,800,153.0
large_scale,epsilon-greedy,25,0.2,3200,408.0
large_scale,epsilon-greedy,25,0.2,12800,1227.0
large_scale,epsilon-greedy,25,0.2,51200,4351.0
large_scale,epsilon-greedy,25,0.2,204800,17050.0
large_scale,epsilon-greedy,26,0.2,50,15.0
large_scale,epsilon-greedy,26,0.2,200,36.0
large_scale,epsilon-greedy,26,0.2,800,89.0
large_scale,epsilon-greedy,26,0.2,3200,293.0
large_scale,epsilon-greedy,26,0.2,12800,1074.0
large_scale,epsilon-greedy,26,0.2,51200,4260.0
large_scale,epsilon-greedy,26,0.2,204800,17021.0
large_scale,epsilon-greedy,27,0.2,50,17.0
large_scale,epsilon-greedy,27,0.2,200,36.0
large_scale,epsilon-greedy,27,0.2,800,90.0
large_scale,epsilon-greedy,27,0.2,3200,298.0
large_scale,epsilon-greedy,27,0.2,12800,1020.0
large_scale,epsilon-greedy,27,0.2,51200,4188.0
large_scale,epsilon-greedy,27,0.2,204800,16901.0
large_scale,epsilon-greedy,28,0.2,50,21.0
large_scale,epsilon-greedy,28,0.2,200,35.0
large_scale,epsilon-greedy,28,0.2,800,109.0
large_scale,epsilon-greedy,28,0.2,3200,318.0
large_scale,epsilon-greedy,28,0.2,12800,1124.0
large_scale,epsilon-greedy,28,0.2,51200,4332.0
large_scale,epsilon-greedy,28,0.2,204800,16952.0
large_scale,epsilon-greedy,29,0.2,50,33.0
large_scale,epsilon-greedy,29,0.2,200,61.0
large_scale,epsilon-greedy,29,0.2,800,124.0
large_scale,epsilon-greedy,29,0.2,3200,345.0
large_scale,epsilon-greedy,29,0.2,12800,1145.0
large_scale,epsilon-greedy,29,0.2,51200,4508.0
large_scale,epsilon-greedy,29,0.2,204800,17004.0
large_scale,epsilon-greedy,30,0.2,50,14.0
large_scale,epsilon-greedy,30,0.2,200,32.0
large_scale,epsilon-greedy,30,0.2,800,90.0
large_scale,epsilon-greedy,30,0.2,3200,281.0
large_scale,epsilon-greedy,30,0.2,12800,1049.0
large_scale,epsilon-greedy,30,0.2,51200,4255.0
large_scale,epsilon-greedy,30,0.2,204800,17031.0
large_scale,epsilon-greedy,31,0.2,50,6.0
large_scale,epsilon-greedy,31,0.2,200,30.0
large_scale,epsilon-greedy,31,0.2,800,89.0
large_scale,epsilon-greedy,31,0.2,3200,296.0
large_scale,epsilon-greedy,31,0.2,12800,1083.0
large_scale,epsilon-greedy,31,0.2,51200,4245.0
large_scale,epsilon-greedy,31,0.2,204800,16845.0
large_scale,epsilon-greedy,32,0.2,50,16.0
large_scale,epsilon-greedy,32,0.2,200,38.0
large_scale,epsilon-greedy,32,0.2,800,72.0
large_scale,epsilon-greedy,32,0.2,3200,273.0
large_scale,epsilon-greedy,32,0.2,12800,1087.0
large_scale,epsilon-greedy,32,0.2,51200,4128.0
large_scale,epsilon-greedy,32,0.2,204800,16819.0
large_scale,epsilon-greedy,33,0.2,50,21.0
large_scale,epsilon-greedy,33,0.2,200,61.0
large_scale,epsilon-greedy,33,0.2,800,121.0
large_scale,epsilon-greedy,33,0.2,3200,327.0
large_scale,epsilon-greedy,33,0.2,12800,1172.0
large_scale,epsilon-greedy,33,0.2,51200,4316.0
large_scale,epsilon-greedy,33,0.2,204800,17094.0
large_scale,epsilon-greedy,34,0.2,50,23.0
large_scale,epsilon-greedy,34,0.2,200,71.0
large_scale,epsilon-greedy,34,0.2,800,133.0
large_scale,epsilon-greedy,34,0.2,3200,375.0
large_scale,epsilon-greedy,34,0.2,12800,1143.0
large_scale,epsilon-greedy,34,0.2,51200,4390.0
large_scale,epsilon-greedy,34,0.2,204800,16910.0
large_scale,epsilon-greedy,35,0.2,50,25.0
large_scale,epsilon-greedy,35,0.2,200,48.0
large_scale,epsilon-greedy,35,0.2,800,123.0
large_scale,epsilon-greedy,35,0.2,3200,342.0
large_scale,epsilon-greedy,35,0.2,12800,1131.0
large_scale,epsilon-greedy,35,0.2,51200,4285.0
large_scale,epsilon-greedy,35,0.2,204800,16879.0
large_scale,epsilon-greedy,36,0.2,50,18.0
large_scale,epsilon-greedy,36,0.2,200,36.0
large_scale,epsilon-greedy,36,0.2,800,98.0
large_scale,epsilon-greedy,36,0.2,3200,302.0
large_scale,epsilon-greedy,36,0.2,12800,1077.0
large_scale,epsilon-greedy,36,0.2,51200,4279.0
large_scale,epsilon-greedy,36,0.2,204800,17102.0
large_scale,epsilon-greedy,37,0.2,50,8.0
large_scale,epsilon-greedy,37,0.2,200,31.0
large_scale,epsilon-greedy,37,0.2,800,97.0
large_scale,epsilon-greedy,37,0.2,3200,341.0
large_scale,epsilon-greedy,37,0.2,12800,1213.0
large_scale,epsilon-greedy,37,0.2,51200,4400.0
large_scale,epsilon-greedy,37,0.2,204800,17152.0
large_scale,epsilon-greedy,38,0.2,50,14.0
large_scale,epsilon-greedy,38,0.2,200,29.0
large_scale,epsilon-greedy,38,0.2,800,106.0
large_scale,epsilon-greedy,38,0.2,3200,299.0
large_scale,epsilon-greedy,38,0.2,12800,1068.0
large_scale,epsilon-greedy,38,0.2,51200,4146.0
large_scale,epsilon-greedy,38,0.2,204800,17104.0
large_scale,epsilon-greedy,39,0.2,50,19.0
large_scale,epsilon-greedy,39,0.2,200,51.0
large_scale,epsilon-greedy,39,0.2,800,105.0
large_scale,epsilon-greedy,39,0.2,3200,319.0
large_scale,epsilon-greedy,39,0.2,12800,1159.0
large_scale,epsilon-greedy,39,0.2,51200,4259.0
large_scale,epsilon-greedy,39,0.2,204800,16939.0
large_scale,epsilon-greedy,40,0.2,50,12.0
large_scale,epsilon-greedy,40,0.2,200,25.0
large_scale,epsilon-greedy,40,0.2,800,77.0
large_scale,epsilon-greedy,40,0.2,3200,276.0
large_scale,epsilon-greedy,40,0.2,12800,1098.0
large_scale,epsilon-greedy,40,0.2,51200,4404.0
large_scale,epsilon-greedy,40,0.2,204800,17130.0
large_scale,epsilon-greedy,41,0.2,50,5.0
large_scale,epsilon-greedy,41,0.2,200,27.0
large_scale,epsilon-greedy,41,0.2,800,78.0
large_scale,epsilon-greedy,41,0.2,3200,275.0
large_scale,epsilon-greedy,41,0.2,12800,1104.0
large_scale,epsilon-greedy,41,0.2,51200,4394.0
large_scale,epsilon-greedy,41,0.2,204800,16964.0
large_scale,epsilon-greedy,42,0.2,50,12.0
large_scale,epsilon-greedy,42,0.2,200,43.0
large_scale,epsilon-greedy,42,0.2,800,114.0
large_scale,epsilon-greedy,42,0.2,3200,301.0
large_scale,epsilon-greedy,42,0.2,12800,1089.0
large_scale,epsilon-greedy,42,0.2,51200,4246.0
large_scale,epsilon-greedy,42,0.2,204800,16842.0
large_scale,epsilon-greedy,43,0.2,50,6.0
large_scale,epsilon-greedy,43,0.2,200,18.0
large_scale,epsilon-greedy,43,0.2,800,75.0
large_scale,epsilon-greedy,43,0.2,3200,237.0
large_scale,epsilon-greedy,43,0.2,12800,1043.0
large_scale,epsilon-greedy,43,0.2,51200,4058.0
large_scale,epsilon-greedy,43,0.2,204800,16927.0
large_scale,epsilon-greedy,44,0.2,50,15.0
large_scale,epsilon-greedy,44,0.2,200,28.0
large_scale,epsilon-greedy,44,0.2,800,71.0
large_scale,epsilon-greedy,44,0.2,3200,270.0
large_scale,epsilon-greedy,44,0.2,12800,1036.0
large_scale,epsilon-greedy,44,0.2,51200,4193.0
large_scale,epsilon-greedy,44,0.2,204800,16865.0
large_scale,epsilon-greedy,45,0.2,50,15.0
large_scale,epsilon-greedy,45,0.2,200,25.0
large_scale,epsilon-greedy,45,0.2,800,81.0
large_scale,epsilon-greedy,45,0.2,3200,292.0
large_scale,epsilon-greedy,45,0.2,12800,1081.0
large_scale,epsilon-greedy,45,0.2,51200,4297.0
large_scale,epsilon-greedy,45,0.2,204800,17038.0
large_scale,epsilon-greedy,46,0.2,50,6.0
large_scale,epsilon-greedy,46,0.2,200,34.0
large_scale,epsilon-greedy,46,0.2,800,77.0
large_scale,epsilon-greedy,46,0.2,3200,281.0
large_scale,epsilon-greedy,46,0.2,12800,1096.0
large_scale,epsilon-greedy,46,0.2,51200,4340.0
large_scale,epsilon-greedy,46,0.2,204800,17019.0
large_scale,epsilon-greedy,47,0.2,50,15.0
large_scale,epsilon-greedy,47,0.2,200,28.0
large_scale,epsilon-greedy,47,0.2,800,74.0
large_scale,epsilon-greedy,47,0.2,3200,280.0
large_scale,epsilon-greedy,47,0.2,12800,1075.0
large_scale,epsilon-greedy,47,0.2,51200,4190.0
large_scale,epsilon-greedy,47,0.2,204800,16910.0
large_scale,epsilon-greedy,48,0.2,50,8.0
large_scale,epsilon-greedy,48,0.2,200,33.0
large_scale,epsilon-greedy,48,0.2,800,96.0
large_scale,epsilon-greedy,48,0.2,3200,307.0
large_scale,epsilon-greedy,48,0.2,12800,1105.0
large_scale,epsilon-greedy,48,0.2,51200,4287.0
large_scale,epsilon-greedy,48,0.2,204800,17161.0
large_scale,epsilon-greedy,49,0.2,50,37.0
large_scale,epsilon-greedy,49,0.2,200,69.0
large_scale,epsilon-greedy,49,0.2,800,123.0
large_scale,epsilon-greedy,49,0.2,3200,320.0
large_scale,epsilon-greedy,49,0.2,12800,1121.0
large_scale,epsilon-greedy,49,0.2,51200,4325.0
large_scale,epsilon-greedy,49,0.2,204800,16980.0
large_scale,kl-ucb,0,0.02,50,17.0
large_scale,kl-ucb,0,0.02,200,26.0
large_scale,kl-ucb,0,0.02,800,101.0
large_scale,kl-ucb,0,0.02,3200,201.0
large_scale,kl-ucb,0,0.02,12800,179.0
large_scale,kl-ucb,0,0.02,51200,170.0
large_scale,kl-ucb,0,0.02,204800,315.0
large_scale,kl-ucb,1,0.02,50,18.0
large_scale,kl-ucb,1,0.02,200,50.0
large_scale,kl-ucb,1,0.02,800,105.0
large_scale,kl-ucb,1,0.02,3200,187.0
large_scale,kl-ucb,1,0.02,12800,218.0
large_scale,kl-ucb,1,0.02,51200,236.0
large_scale,kl-ucb,1,0.02,204800,297.0
large_scale,kl-ucb,2,0.02,50,15.0
large_scale,kl-ucb,2,0.02,200,30.0
large_scale,kl-ucb,2,0.02,800,86.0
large_scale,kl-ucb,2,0.02,3200,170.0
large_scale,kl-ucb,2,0.02,12800,188.0
large_scale,kl-ucb,2,0.02,51200,247.0
large_scale,kl-ucb,2,0.02,204800,332.0
large_scale,kl-ucb,3,0.02,50,14.0
large_scale,kl-ucb,3,0.02,200,42.0
large_scale,kl-ucb,3,0.02,800,85.0
large_scale,kl-ucb,3,0.02,3200,201.0
large_scale,kl-ucb,3,0.02,12800,206.0
large_scale,kl-ucb,3,0.02,51200,326.0
large_scale,kl-ucb,3,0.02,204800,446.0
large_scale,kl-ucb,4,0.02,50,17.0
large_scale,kl-ucb,4,0.02,200,43.0
large_scale,kl-ucb,4,0.02,800,86.0
large_scale,kl-ucb,4,0.02,3200,179.0
large_scale,kl-ucb,4,0.02,12800,213.0
large_scale,kl-ucb,4,0.02,51200,282.0
large_scale,kl-ucb,4,0.02,204800,217.0
large_scale,kl-ucb,5,0.02,50,15.0
large_scale,kl-ucb,5,0.02,200,45.0
large_scale,kl-ucb,5,0.02,800,77.0
large_scale,kl-ucb,5,0.02,3200,173.0
large_scale,kl-ucb,5,0.02,12800,204.0
large_scale,kl-ucb,5,0.02,51200,191.0
large_scale,kl-ucb,5,0.02,204800,224.0
large_scale,kl-ucb,6,0.02,50,19.0
large_scale,kl-ucb,6,0.02,200,37.0
large_scale,kl-ucb,6,0.02,800,70.0
large_scale,kl-ucb,6,0.02,3200,170.0
large_scale,kl-ucb,6,0.02,12800,178.0
large_scale,kl-ucb,6,0.02,51200,186.0
large_scale,kl-ucb,6,0.02,204800,178.0
large_scale,kl-ucb,7,0.02,50,15.0
large_scale,kl-ucb,7,0.02,200,37.0
large_scale,kl-ucb,7,0.02,800,113.0
large_scale,kl-ucb,7,0.02,3200,183.0
large_scale,kl-ucb,7,0.02,12800,219.0
large_scale,kl-ucb,7,0.02,51200,197.0
large_scale,kl-ucb,7,0.02,204800,198.0
large_scale,kl-ucb,8,0.02,50,15.0
large_scale,kl-ucb,8,0.02,200,46.0
large_scale,kl-ucb,8,0.02,800,89.0
large_scale,kl-ucb,8,0.02,3200,177.0
large_scale,kl-ucb,8,0.02,12800,222.0
large_scale,kl-ucb,8,0.02,51200,231.0
large_scale,kl-ucb,8,0.02,204800,263.0
large_scale,kl-ucb,9,0.02,50,19.0
large_scale,kl-ucb,9,0.02,200,42.0
large_scale,kl-ucb,9,0.02,800,89.0
large_scale,kl-ucb,9,0.02,3200,168.0
large_scale,kl-ucb,9,0.02,12800,211.0
large_scale,kl-ucb,9,0.02,51200,255.0
large_scale,kl-ucb,9,0.02,204800,262.0
large_scale,kl-ucb,10,0.02,50,16.0
large_scale,kl-ucb,10,0.02,200,21.0
large_scale,kl-ucb,10,0.02,800,90.0
large_scale,kl-ucb,10,0.02,3200,199.0
large_scale,kl-ucb,10,0.02,12800,202.0
large_scale,kl-ucb,10,0.02,51200,224.0
large_scale,kl-ucb,10,0.02,204800,437.0
large_scale,kl-ucb,11,0.02,50,17.0
large_scale,kl-ucb,11,0.02,200,43.0
large_scale,kl-ucb,11,0.02,800,80.0
large_scale,kl-ucb,11,0.02,3200,131.0
large_scale,kl-ucb,11,0.02,12800,154.0
large_scale,kl-ucb,11,0.02,51200,195.0
large_scale,kl-ucb,11,0.02,204800,148.0
large_scale,kl-ucb,12,0.02,50,19.0
large_scale,kl-ucb,12,0.02,200,38.0
large_scale,kl-ucb,12,0.02,800,67.0
large_scale,kl-ucb,12,0.02,3200,155.0
large_scale,kl-ucb,12,0.02,12800,219.0
large_scale,kl-ucb,12,0.02,51200,205.0
large_scale,kl-ucb,12,0.02,204800,300.0
large_scale,kl-ucb,13,0.02,50,17.0
large_scale,kl-ucb,13,0.02,200,42.0
large_scale,kl-ucb,13,0.02,800,80.0
large_scale,kl-ucb,13,0.02,3200,179.0
large_scale,kl-ucb,13,0.02,12800,199.0
large_scale,kl-ucb,13,0.02,51200,118.0
large_scale,kl-ucb,13,0.02,204800,148.0
large_scale,kl-ucb,14,0.02,50,16.0
large_scale,kl-ucb,14,0.02,200,44.0
large_scale,kl-ucb,14,0.02,800,91.0
large_scale,kl-ucb,14,0.02,3200,170.0
large_scale,kl-ucb,14,0.02,12800,199.0
large_scale,kl-ucb,14,0.02,51200,220.0
large_scale,kl-ucb,14,0.02,204800,293.0
large_scale,kl-ucb,15,0.02,50,11.0
large_scale,kl-ucb,15,0.02,200,42.0
large_scale,kl-ucb,15,0.02,800,87.0
large_scale,kl-ucb,15,0.02,3200,243.0
large_scale,kl-ucb,15,0.02,12800,267.0
large_scale,kl-ucb,15,0.02,51200,239.0
large_scale,kl-ucb,15,0.02,204800,257.0
large_scale,kl-ucb,16,0.02,50,10.0
large_scale,kl-ucb,16,0.02,200,42.0
large_scale,kl-ucb,16,0.02,800,87.0
large_scale,kl-ucb,16,0.02,3200,181.0
large_scale,kl-ucb,16,0.02,12800,241.0
large_scale,kl-ucb,16,0.02,51200,179.0
